"","",Afghanistan,Aland Islands,Albania,Algeria,Andorra,Angola,Anguilla,Anonymous Proxy,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia/Pacific Region,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bermuda,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Chile,China,Colombia,"Congo, The Democratic Republic of the",Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Europe,Faroe Islands,Fiji,Finland,France,French Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, Republic of",Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritius,Mexico,"Moldova, Republic of",Monaco,Mongolia,Montenegro,Morocco,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Palestinian Territory,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russian Federation,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Satellite Provider,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Taiwan,Tajikistan,"Tanzania, United Republic of",Thailand,Timor-Leste,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.S.",Zambia,Zimbabwe
2012-11-13,973,0,0,0,0,0,0,0,0,0,7,0,0,0,33,4,0,0,0,0,0,0,8,0,0,0,0,0,9,0,1,0,0,55,0,0,2,3,4,0,2,0,1,1,3,20,0,0,1,2,0,0,0,1,0,0,3,20,0,0,49,0,0,3,0,0,0,0,0,0,0,0,0,7,2,3,3,1,0,1,2,0,8,9,0,8,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,19,0,4,1,0,4,0,2,0,0,0,0,1,2,5,2,1,1,2,7,0,0,1,0,1,1,0,1,0,5,1,0,8,33,0,0,0,0,9,9,0,8,0,0,1,0,0,0,3,0,0,1,2,107,526,0,0,2,2,0,0,0,0
2012-11-14,971,0,0,0,0,0,0,0,0,0,4,0,0,0,26,10,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,43,0,1,3,2,4,0,0,0,3,1,2,16,0,0,0,0,0,1,0,1,0,0,3,24,0,0,69,0,0,3,0,0,0,0,1,1,0,0,0,8,0,0,4,4,0,1,5,0,12,10,1,15,0,0,0,1,6,1,0,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,0,1,0,21,0,6,0,0,5,0,0,0,1,0,1,2,9,3,0,0,0,1,4,0,0,0,0,0,0,0,1,0,3,1,1,8,23,0,0,0,0,12,5,0,3,0,0,1,0,0,0,1,0,0,1,4,97,514,0,0,0,1,0,1,0,0
2012-11-15,970,0,0,0,0,0,0,0,0,0,6,0,0,0,23,6,0,0,1,0,0,0,6,0,0,0,0,0,5,0,1,1,0,41,0,0,3,2,3,0,2,0,0,0,1,10,0,0,1,3,0,0,0,2,0,0,3,22,0,0,46,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,8,0,1,1,9,0,8,17,0,14,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,27,0,4,0,0,5,0,0,0,0,0,1,4,3,4,0,0,0,4,4,0,0,0,0,0,1,0,0,0,3,2,0,3,26,0,0,0,0,16,6,0,10,0,0,0,0,0,0,0,0,0,1,1,80,485,0,0,0,0,0,0,0,1
2012-11-16,894,0,0,0,0,0,0,0,0,0,3,0,0,0,30,7,0,0,0,0,0,0,7,0,0,0,0,0,9,0,2,0,0,50,0,0,3,1,2,0,2,0,0,1,2,8,0,0,1,2,0,1,0,0,0,0,3,16,0,1,52,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,11,0,0,0,5,0,8,18,0,11,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,1,0,0,0,0,0,0,0,13,0,8,0,0,4,0,2,0,0,0,0,1,5,5,1,0,0,0,7,0,0,0,1,0,0,0,1,0,8,3,0,2,25,0,0,0,0,15,7,0,5,0,0,1,0,0,0,0,0,0,1,1,86,449,2,0,1,0,0,0,1,0
2012-11-17,1164,0,0,0,0,0,0,0,0,0,2,0,0,0,17,4,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,37,0,0,1,1,2,0,1,0,0,0,2,5,0,0,3,0,0,0,0,1,0,0,2,13,0,0,27,0,0,4,0,0,0,0,2,0,0,0,0,2,1,0,7,0,1,0,3,0,8,9,0,18,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,1,0,0,1,5,0,2,0,0,4,0,0,0,0,0,0,4,5,2,0,0,1,2,7,0,0,0,0,0,1,0,0,0,10,0,0,1,13,0,0,0,0,6,6,0,3,0,0,1,0,0,0,4,0,0,2,0,49,361,1,0,1,1,0,0,0,0
2012-11-18,1064,0,0,0,0,0,0,0,0,0,2,1,0,0,17,5,1,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,35,0,0,2,1,1,0,1,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,18,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,2,1,1,2,0,11,9,1,9,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,15,0,4,0,0,4,0,0,0,0,0,1,0,3,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,2,18,0,0,0,0,6,8,0,1,0,0,4,0,0,0,3,0,0,0,1,58,201,0,0,2,0,0,0,0,0
2012-11-19,716,0,0,0,0,0,0,0,0,0,5,0,0,0,39,4,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,50,0,0,2,2,0,0,0,0,0,0,1,17,0,0,1,1,0,0,0,0,0,0,9,19,0,0,45,0,0,2,0,0,0,2,0,0,0,0,0,3,1,0,7,1,0,0,5,0,6,16,0,4,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,1,0,20,0,8,0,0,13,0,0,1,1,0,1,2,2,5,2,0,1,3,7,0,0,0,0,0,1,0,0,0,4,0,0,5,29,0,0,0,0,10,12,0,2,0,0,0,0,1,0,3,0,0,0,0,71,274,1,0,0,1,0,0,0,0
2012-11-20,930,0,0,0,0,0,0,0,0,0,4,0,1,0,38,3,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,47,0,0,4,3,1,0,2,0,1,0,2,12,0,0,1,1,2,0,0,2,0,0,5,23,0,0,52,0,0,4,1,0,0,0,0,0,0,0,0,3,2,1,6,5,0,0,6,1,5,13,1,11,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,14,0,4,0,0,4,0,2,0,2,0,0,3,7,7,1,1,0,2,4,0,0,0,0,0,2,0,0,0,5,0,0,11,28,0,0,0,0,13,11,0,3,0,0,5,0,1,0,0,0,0,2,0,86,463,0,0,0,2,0,0,0,0
2012-11-21,872,0,0,0,0,0,0,0,1,0,2,0,0,0,39,7,0,0,0,0,1,0,8,0,0,0,0,0,9,0,1,0,0,49,0,0,2,5,2,0,2,0,1,2,3,11,0,1,0,1,0,1,0,1,0,0,4,20,0,0,54,1,0,1,0,0,0,0,0,0,0,0,0,5,2,1,9,2,0,0,6,0,10,19,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,1,0,0,0,0,0,21,0,9,0,0,6,0,1,0,0,0,1,4,1,9,0,0,0,2,3,0,0,0,0,0,1,0,0,0,5,1,5,6,33,0,0,0,0,6,9,2,6,0,3,3,0,0,0,1,0,0,3,4,88,367,0,0,1,0,1,0,0,0
2012-11-22,945,0,0,0,0,0,0,0,1,0,5,0,0,0,45,4,1,1,0,0,1,1,12,0,0,0,0,0,12,0,2,0,0,62,0,1,2,2,3,0,2,0,3,3,2,7,0,1,1,1,0,0,0,1,0,0,5,20,0,0,50,1,0,6,0,0,0,0,0,0,0,0,0,10,3,1,7,1,0,0,12,0,9,15,0,10,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,6,0,1,5,0,1,0,1,0,1,1,6,3,0,1,0,0,2,0,0,0,0,0,0,0,1,0,5,1,0,8,34,0,0,0,0,10,9,0,3,0,0,0,0,0,0,6,0,0,0,3,91,226,0,0,2,1,0,0,0,0
2012-11-23,657,0,0,0,0,0,0,0,0,0,7,0,0,0,33,9,0,0,0,1,0,0,6,0,0,0,0,0,9,0,0,0,0,47,0,0,4,0,3,0,1,0,1,0,0,11,0,1,0,1,0,1,0,0,0,0,4,27,0,0,39,0,0,1,0,1,0,1,0,1,0,3,0,5,1,1,3,1,0,0,4,0,3,5,1,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,3,0,0,12,0,0,0,0,1,0,0,5,4,0,0,0,1,6,0,0,0,0,0,1,0,1,0,5,0,0,6,24,0,0,0,0,10,4,0,4,0,0,2,0,0,0,3,0,0,1,2,90,152,0,0,1,2,0,1,0,0
2012-11-24,697,0,0,0,0,0,0,0,0,0,1,0,0,0,17,4,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,35,0,0,1,2,3,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,2,13,0,0,28,1,0,3,0,0,0,0,1,0,0,0,0,3,2,0,6,3,0,0,5,0,4,8,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,10,0,1,0,0,5,1,0,0,0,0,1,0,5,3,2,0,0,2,3,0,0,0,0,0,2,0,1,0,6,0,1,2,13,0,0,0,0,6,2,0,3,0,0,2,0,0,0,1,0,1,0,1,53,199,0,0,0,0,0,0,0,0
2012-11-25,694,0,0,0,0,0,0,0,1,0,5,0,0,0,18,1,0,0,1,0,0,0,4,0,0,0,0,0,7,0,1,0,0,20,0,0,1,1,1,0,0,0,1,1,3,9,0,0,0,1,1,0,0,0,0,0,1,13,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,2,0,0,3,0,9,5,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,5,0,0,0,0,1,0,0,0,9,0,2,1,1,1,0,0,0,0,0,0,2,1,5,0,1,0,0,5,0,0,0,0,0,3,0,0,0,5,0,1,1,16,0,0,0,0,4,3,0,1,0,0,2,0,0,0,0,0,0,1,3,36,169,0,0,0,0,0,0,0,0
2012-11-26,902,0,0,0,0,0,0,0,0,0,6,0,0,1,47,6,1,0,0,0,0,0,11,0,0,0,0,0,8,0,1,1,0,39,0,0,3,2,5,0,1,0,1,0,0,12,0,1,1,0,0,0,0,0,0,0,8,23,0,1,55,1,0,1,0,0,0,1,0,0,0,0,0,5,1,1,4,0,1,0,8,0,20,14,0,10,0,0,1,0,6,0,1,0,2,0,0,1,0,0,0,0,3,0,1,1,0,0,4,0,0,0,0,0,0,0,0,16,0,3,0,0,9,0,1,0,1,0,0,2,5,2,1,0,0,0,9,0,0,0,0,0,1,0,0,0,6,2,1,6,25,0,0,0,0,10,8,0,6,0,0,3,0,0,0,4,0,1,0,2,79,341,1,0,1,2,0,0,0,0
2012-11-27,1078,0,0,0,0,0,0,0,0,0,5,0,0,0,33,11,0,0,0,0,0,0,15,0,0,0,0,0,11,0,1,0,1,52,0,1,1,4,5,0,3,0,0,0,2,6,0,0,1,0,1,0,0,1,0,0,3,19,0,1,42,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,8,0,0,1,7,0,17,17,0,8,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,11,0,0,0,1,1,0,0,0,15,0,5,0,0,7,0,1,0,0,0,0,0,3,6,0,0,0,0,5,0,0,0,0,0,2,1,0,0,6,2,2,9,37,0,0,0,0,7,12,0,6,0,1,4,0,0,0,0,0,0,1,1,92,504,2,0,3,1,0,0,0,0
2012-11-28,997,0,0,0,0,0,0,0,0,0,7,0,0,0,35,9,0,0,0,0,0,0,6,0,2,0,0,0,8,0,0,0,0,37,0,0,7,6,6,0,1,0,0,0,1,6,0,1,0,0,0,2,0,0,0,0,2,24,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,6,2,1,0,7,0,22,21,0,9,0,0,0,0,4,0,0,0,2,0,0,1,0,0,1,0,3,0,0,1,0,1,8,0,0,0,1,0,0,0,1,17,0,5,0,0,5,0,1,0,0,0,0,0,2,5,0,0,0,1,3,0,0,0,0,0,2,0,2,0,6,1,1,6,37,0,0,0,0,15,9,0,7,0,0,5,0,0,0,2,0,0,3,1,79,515,0,0,1,0,0,0,0,0
2012-11-29,1008,0,0,0,0,0,0,0,0,0,3,0,0,0,29,7,0,0,0,0,0,0,11,0,1,0,0,0,11,0,0,0,0,44,0,0,0,1,3,0,2,0,1,1,1,11,0,1,0,0,0,0,0,1,1,0,1,17,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,4,3,0,0,3,0,8,21,0,19,1,0,0,2,4,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,8,0,1,5,0,0,0,0,0,3,3,2,4,0,0,0,0,5,1,0,0,0,0,1,0,2,0,11,0,0,8,28,0,0,0,0,15,12,0,5,0,1,3,0,0,0,4,0,0,1,2,82,473,0,1,0,1,0,0,0,0
2012-11-30,845,0,0,0,0,0,0,0,0,0,4,0,0,0,22,12,0,0,0,1,1,0,2,0,0,2,0,0,13,0,0,0,0,33,0,0,0,2,4,0,1,0,0,0,3,9,0,0,0,2,0,2,0,0,0,0,0,17,0,0,36,1,0,6,0,0,0,1,1,0,0,0,0,3,1,0,9,2,0,0,3,0,7,14,0,2,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,0,5,0,0,4,1,0,0,1,0,1,0,2,4,0,0,0,1,2,0,0,0,0,0,2,0,0,0,4,0,2,6,21,0,0,0,0,7,10,0,3,0,0,1,0,0,0,0,0,0,1,1,70,427,0,0,1,0,0,0,0,0
2012-12-01,725,0,0,0,0,0,0,0,1,0,0,0,0,0,19,9,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,31,0,1,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,1,12,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,1,0,9,12,1,5,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,4,0,5,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,0,4,3,0,2,0,0,0,0,0,0,1,0,0,2,1,38,335,0,0,0,0,0,0,0,1
2012-12-02,545,0,0,0,0,0,0,0,0,0,3,0,0,0,13,2,0,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,8,0,0,1,2,0,12,11,0,10,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,4,0,0,2,0,0,0,0,0,0,1,6,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,1,3,8,0,0,0,0,2,6,0,1,0,0,1,0,1,0,2,0,0,0,0,28,248,0,0,1,1,0,0,0,0
2012-12-03,754,0,0,0,0,0,0,0,0,0,2,0,0,0,39,1,0,0,0,0,0,0,9,0,0,0,0,0,8,0,1,0,0,38,0,0,1,2,2,0,1,0,1,1,2,7,0,0,0,1,1,0,0,0,0,0,1,21,0,0,40,0,0,4,0,0,1,0,0,0,0,0,1,4,0,1,9,1,0,0,6,0,8,11,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,6,0,0,6,1,2,0,0,0,0,3,0,6,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,33,0,0,0,0,9,5,0,3,0,0,3,0,0,0,3,0,0,0,0,65,276,1,0,0,1,0,0,0,0
2012-12-04,956,0,0,0,0,0,0,0,0,0,3,0,0,0,29,7,0,0,0,0,0,0,5,0,0,0,0,0,11,0,1,1,0,44,0,0,5,2,0,0,0,0,0,0,0,11,1,1,0,1,0,0,1,0,0,0,2,32,1,0,47,0,0,3,0,0,0,0,0,0,0,1,0,5,1,1,3,2,0,0,9,0,12,16,0,11,1,1,1,1,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,6,0,0,2,0,1,1,0,0,0,1,4,3,0,0,0,0,2,1,0,0,0,0,3,0,1,0,3,0,0,6,24,2,0,0,0,4,8,0,3,0,0,3,0,0,0,3,0,0,0,2,70,505,2,0,1,4,0,0,0,0
2012-12-05,1019,0,0,0,0,1,0,0,0,1,5,1,2,0,36,8,0,1,0,0,0,0,6,0,0,0,0,0,19,0,1,0,0,58,0,0,12,1,4,0,0,0,2,2,2,11,0,0,0,0,0,2,0,0,0,1,3,29,0,0,67,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,2,1,0,0,5,1,13,18,1,14,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,8,0,0,0,1,0,0,0,0,20,0,8,0,2,9,0,1,0,1,0,2,0,3,7,0,0,0,0,5,0,0,0,0,0,3,0,0,0,2,1,1,4,30,1,0,0,0,14,4,0,1,0,0,0,0,0,0,2,0,0,4,3,98,502,0,0,0,3,0,0,0,0
2012-12-06,1056,0,0,0,0,0,0,0,0,0,7,1,0,0,35,8,0,0,0,0,0,1,6,0,0,0,0,0,14,0,0,3,0,62,0,0,2,4,1,0,2,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,1,22,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,7,1,0,0,5,0,21,19,0,12,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,8,1,0,0,0,0,0,0,0,21,0,9,0,0,6,0,0,0,0,0,1,2,4,5,3,0,0,1,11,1,0,0,0,0,1,0,0,0,5,1,0,11,23,0,0,0,0,17,7,0,3,0,0,3,0,0,0,7,0,0,1,2,103,516,0,0,1,1,0,0,0,0
2012-12-07,899,0,0,0,0,0,0,0,0,0,5,0,0,1,21,1,0,0,0,1,0,0,6,0,0,0,0,0,17,0,1,0,0,43,0,2,5,2,2,0,1,0,3,0,0,6,0,1,1,1,1,1,0,0,0,0,2,9,0,1,35,0,0,4,0,0,1,0,0,0,0,0,2,5,1,0,5,0,0,1,8,0,14,16,0,8,0,1,0,1,3,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,11,0,0,0,0,1,0,0,0,18,0,6,0,0,2,0,2,0,1,1,0,0,1,4,1,0,0,1,3,0,0,0,0,0,5,1,2,0,3,0,0,5,16,0,0,0,0,14,8,0,0,0,0,0,0,1,0,6,0,0,2,0,64,451,1,0,0,2,0,0,0,0
2012-12-08,811,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,48,0,0,1,2,3,0,1,0,0,2,1,3,0,0,0,0,0,2,0,0,0,0,1,19,0,0,33,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,5,2,0,1,4,0,2,16,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,5,0,1,0,0,3,0,1,0,1,0,0,1,2,6,2,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,2,10,0,0,0,0,4,6,0,1,0,1,0,0,0,0,1,0,0,2,0,51,371,0,0,0,1,0,0,0,0
2012-12-09,645,0,0,0,0,0,0,0,0,0,2,0,0,0,24,3,0,0,0,0,1,0,4,0,0,0,0,0,7,0,0,0,0,31,0,0,1,4,0,0,0,0,1,0,0,6,0,0,2,1,0,1,0,0,0,0,2,14,0,0,27,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,7,1,0,0,4,0,16,12,0,6,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,4,0,0,3,0,2,0,0,0,1,0,2,2,1,0,0,0,7,0,0,0,0,0,2,0,0,0,2,1,1,3,13,0,0,0,0,6,5,0,3,0,0,2,0,0,0,0,0,0,1,3,30,212,0,0,0,0,0,0,0,0
2012-12-10,798,0,0,0,1,0,0,0,0,0,3,0,0,0,27,5,0,0,1,0,0,0,7,0,0,0,0,0,11,0,1,0,0,36,0,0,1,4,2,0,0,0,2,0,3,9,0,0,0,0,0,1,0,1,0,0,2,22,0,0,57,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,6,1,0,0,5,0,19,15,0,18,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,4,0,0,8,0,0,0,0,0,1,4,2,4,2,0,0,2,4,0,0,0,0,0,1,0,0,0,5,0,1,3,18,0,0,0,0,14,6,0,6,0,0,2,0,1,2,5,0,0,2,0,64,322,0,0,0,0,0,0,0,0
2012-12-11,918,0,0,0,0,0,0,0,0,0,4,0,0,0,23,9,0,0,0,0,0,0,6,0,1,0,0,0,18,1,0,0,0,58,0,0,4,2,3,0,0,0,2,1,1,17,0,0,0,0,0,0,0,0,0,1,4,20,1,0,52,0,0,1,0,0,0,0,2,0,0,0,1,4,1,0,6,2,1,0,7,0,8,12,1,17,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,12,0,0,0,0,0,1,1,1,15,0,2,0,0,6,0,0,0,1,0,1,4,2,3,0,0,0,3,2,0,0,0,0,0,1,0,0,0,6,0,0,10,27,0,0,0,0,12,6,0,3,0,0,2,0,0,0,2,0,0,0,1,82,505,1,0,1,1,0,0,0,0
2012-12-12,986,0,0,0,0,0,0,0,1,0,6,0,0,0,28,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,51,0,0,3,2,5,1,2,0,1,0,0,16,0,0,0,0,0,0,0,1,0,0,2,10,0,0,56,0,0,5,0,0,0,0,0,0,0,0,0,5,2,0,7,2,2,0,7,1,13,19,0,16,0,0,2,0,6,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,3,0,1,0,0,2,0,0,0,19,0,6,0,0,6,0,2,0,0,0,0,2,5,5,0,0,0,2,7,0,0,0,0,0,0,0,1,0,6,0,0,7,21,0,0,0,0,6,8,0,4,0,0,1,0,3,0,4,0,0,1,3,82,553,1,0,0,0,0,0,0,0
2012-12-13,463,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,27,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,8,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,3,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,3,11,0,0,0,0,6,2,0,1,0,0,0,0,1,0,0,0,0,1,0,25,249,1,0,0,0,0,0,0,0
